Province_id,Province_name,Year,Pop,Pop_den,Literate,Trained,GDPpc,Real_gdp_pc,Real_grdp,Agri,Indus,Service,tax_rev,cus_rev,Total_in,Domestic_in,FDI_in,Dom_in_rate,Registered_FDI,Nonpublic_wage,FDI_eachyear,Total_internet,Total_phones,Market_cost,Land_cost,Time_cost,Unofficial_cost,Proactive_leadership,Business_support,Legal_quality,Accum_FDI_pro,Accum_FDI,FDI_Projects,FDI_regis,Net-migration
1,Ha Noi,2015,7433.6,2213,98.5,53.2,90.5,66.9,497473,13100,103509,318937,61927000,15681000,208917,,22276,0.9,845,5839,9398,4268000,26242,7.6,4.1,5.6,4.3,3.9,6.5,4.6,3467,25490.9,364,1126.9,
1,Ha Noi,2016,7590.8,2260,98.7,56.9,96.3,70.2,533091,13493,112546,340806,66246000,16945000,234156,,23825,0.9,1913,7079,9798,4400000,29788,7.5,4.2,5.9,4.7,3.8,6.8,4.2,3960,25748.8,462,3390,
1,Ha Noi,2017,7742.2,2305,98.7,60.7,104.1,73.9,572503,13711,123341,365297,70154000,18165000,257115,,27201,0.9,1486,6589,11013,4497000,28984,6.7,5.3,7.2,4.4,4.1,7.7,4.9,4500,27638,554,3059.1,
1,Ha Noi,2018,7914.5,2356,98.8,63.2,111.6,77.6,614035,14260,133972,391864,73939000,17542000,283083,,30996,0.9,5040,7905,12725,5100000,32656,8.2,5.9,7.1,5.6,5.1,7.2,5.5,5110,33134.7,640,7547.8,
1,Ha Noi,2019,8093.9,2410,99.2,67.5,119.7,81.7,660900,14207,147529,421031,78133000,19281000,317212,,37702,0.9,1606,13204,8911,5683000,28345,8,6.6,7.2,5.9,6,7.1,6.3,5970,34343.7,919,8669.7,
26,Vinh Phuc,2015,1054.5,0.9,98,22.3,70.1,60,63292.6,4285.8,29691,12427.5,16888.3,2974,23399,,6040.6,0.742,268,5334,5970,,,8.4,6.1,7.5,5.9,5.8,5.3,6.3,268,3781.5,35,379.6,
26,Vinh Phuc,2016,1106.1,0.9,98.2,24.1,78,56.3,62257,4377,25163,12892,19826,3215948,20800,,6153,0.7,275,5248,7797,31301,882879,8.5,5.7,6,5.5,5.5,5.6,5.8,266,3874.7,31,396.1,
26,Vinh Phuc,2017,1123.1,0.9,98.3,24.4,84.9,59.6,66908,4513,27980,13964,20450,3743245,23271,,6883,0.7,135,6340,8839,26409,861319,7.1,5.8,7.3,6.1,6,6.8,6.3,312,4038.1,45,202,
26,Vinh Phuc,2018,1138.4,0.9,98.5,24.8,94.5,63.6,72369,4689,32569,15063,20049,4866062,26205,,9424,0.6,334,7332,9065,22155,881519,6.8,5.7,5.9,6,6,6.4,5.8,365,33134.1,63,475.1,
26,Vinh Phuc,2019,1154.8,0.9,98.7,25.1,103,67.7,78233,4559,36843,16063,20767,4062413,28508,,12290,0.6,557,,,16678,1242703,8.7,6.4,7.2,6.6,6.4,6.1,6.5,417,5078.9,60,586.2,
27,Bac Ninh,2015,1218.5,1.5,97.8,24.4,105.6,69.6,84810,3994,60838,15915,4064,4584800,47784,,29276,0.4,3574,5497,9019,218231,1236224,8.1,5.9,6.4,4.2,5.1,5.4,5.4,721,11328.3,136,3663,
27,Bac Ninh,2016,1257.8,1.5,97.9,23.7,109,71.6,90027,4007,64416,17536,4067,5126400,65420,,44100,0.3,912,6144,9545,496586,1321084,8.3,6,6.5,5.1,5.3,5.6,4.9,936,12572.5,188,924.9,
27,Bac Ninh,2017,1297.8,1.6,98,26.6,129.8,82.6,107252,3948,79625,19138,4541,5670711,98547,,76469,0.2,3491,7053,9898,569944,1365456,7.3,6.6,6.7,5.9,5.8,6.9,5.4,1138,16178.4,188,3623.7,
27,Bac Ninh,2018,1337.3,1.6,98.2,27.9,145,89.3,119406,4035,89905,20553,4914,6126956,67584,,44295,0.3,1443,8250,9951,662345,1585725,7.2,6.4,7.1,5.3,6,6.5,6.1,1304,17289,175,1150.7,
27,Bac Ninh,2019,1378.6,1.7,98.8,27.6,144.8,87.6,120747,3719,89823,22084,5122,6040457,47766,,24408,0.5,1696,8663,10449,695000,1765000,6.9,7.6,7.2,7.2,7.3,6.6,7.9,1518,18962.2,254,1695.2,
22,Quang Ninh,2015,1241.6,0.2,96.73,35.2,91.7,62.6,77678,5524,38003,24096,10055,14514317,38868,,8632,0.8,366,3648,7682,,1546700,9.2,9,8.9,8.8,8.8,8.8,8.8,111,5380.7,11,438.9,
22,Quang Ninh,2016,1261.2,0.2,96.75,35.3,100.9,67.9,85580,5779,41784,27232,10785,12753347,42623,,8891,0.8,559,5588,7154,,2004500,8.5,8.5,8.5,8.5,8.4,8.4,8.4,123,5976.4,11,591.1,
22,Quang Ninh,2017,1285.2,0.2,97.2,37.2,111.3,73.3,94246,6032,44971,30465,12777,10946129,46697,,2458,0.9,101,6399,7497,,2037125,8.9,6.4,7.7,5.8,6.4,7.5,5.6,119,5864.1,7,59.7,
22,Quang Ninh,2018,1303.9,0.2,96.8,39.8,127.5,80.6,105084,6317,49986,34405,14376,7799287,50880,,3666,0.9,386,6416,7957,190590,1419225,8,7.8,7.7,6.8,6.2,6.6,6,121,6231.3,175,1150.7,
22,Quang Ninh,2019,1324.8,0.2,98.98,43,143.2,88.7,117491,6345,57133,38517,15496,9345369,56108,,4173,0.9,171,,,199264,1520371,7.2,7,7.9,7.1,8,6.7,7.6,129,6317,16,242.1,
30,Hai Duong,2015,1812.8,1.1,98.5,18.8,44.8,31.6,57326,7823,30146,19357,,2174000,22844,,4268,0.8,264,5364,5707,96700,1993000,8.3,8.2,8.2,8.2,8.2,8.2,8.2,376,7385.2,28,407.2,-1.1
30,Hai Duong,2016,1832.8,1.1,98.5,19.1,48.8,34.4,63049,8054,34060,20935,,2321,31774,,7686,,157,6714,,120300,2140000,8.5,5.6,6.1,5.2,5.2,5.3,5.3,383,7449.2,29,470.7,-1.1
30,Hai Duong,2017,1850.6,1.1,99,20.7,53.9,37,68504,7944,37912,22648,,3329000,28483,,8233,0.7,248,6224,6909,202500,2243000,7.7,6.7,6.3,5.5,4.9,6.2,5.6,385,7847.1,48,353.6,-1
30,Hai Duong,2018,1877.7,1.1,99,21.8,61.2,40.1,75298,8416,42684,24198,,3322000,30408,,8617,0.7,232,6851,7607,243600,2419000,6.7,6.7,7,6.2,6,5.5,6.2,405,7758.3,45,639.5,1.8
30,Hai Duong,2019,1896.9,1.1,99,22.6,67.4,43.1,81829,8157,47813,25860,,3858000,33516,,9472,0.7,475,,,299700,2480000,7.5,7.4,6.1,4.9,6,6.2,5.7,452,8178,71,691.4,-2.6
31,Hai Phong,2015,1963,1,98,32,64.7,52,102074,102074,102074,102074,6952,6952,,,,,699,5343,6575,171728,10922500,8,5,6,5,4,6,5,513,11651,50,903,
31,Hai Phong,2016,1985.3,1.3,98.1,32.6,75.3,55.6,110454,6722,44892,51044,7794,40211000,44394,,13337,0.7,2467,5733,6822,187872,10375100,8.3,5,5.8,4.6,4.4,6.1,5.3,561,14464.5,54,3043.2,
31,Hai Phong,2017,2001.4,1.3,98.3,33.8,87,62.9,125884,6867,53441,56803,8732,45114000,59282,,15326,0.7,258,5992,8068,226380,10070400,7.9,5.9,5.7,6,5.2,6.7,5.5,606,15208.8,60,948.9,
31,Hai Phong,2018,2016.4,1.3,98.3,31.3,104.3,72.5,146224,7063,67902,61714,9543,47040000,81040,,27154,0.7,743,7121,9225,336197,11660700,7.4,6.5,6.1,5.2,5.5,6.8,6.1,715,17672.2,116,3135.4,
31,Hai Phong,2019,2033.2,1.3,99,31.6,121.2,83.9,170520,7175,84389,68450,10503,59598000,113409,,29203,0.7,639,,,380768,11421300,7.1,6.9,5.7,6.1,6.1,6.9,6.7,779,18748.6,88,1374,
33,Hung Yen,2015,1202,1.3,98,19.04,49.1,32.4,38890,5121,20982,10081,2706,2518518,16688,,4828,0.7,283,5471,7383,73733,118205,8.2,8.2,8.2,8.2,8.2,8.1,8.1,372,3443.5,34,329.6,
33,Hung Yen,2016,1215.5,1.3,98.3,19.32,53.8,34.5,41979,5247,22848,10860,3024,2751940,19678,,5958,0.7,340,6040,7066,104409,119009,8.2,4.8,5.7,5.2,5,5.2,5.6,404,3597.5,43,403.2,
33,Hung Yen,2017,1228.8,1.3,98.5,19.94,59.3,37.1,45610,5339,25241,11696,3335,3376200,21855,,6642,0.7,444,7034,7940,129255,122978,7.4,5.8,5.3,4.2,4.5,6.4,5.4,396,4242.4,41,811.8,
33,Hung Yen,2018,1242.4,1.3,98.6,19.91,66.9,40.1,49865,5520,28250,12573,3522,3341324,23408,,7359,0.7,139,7623,8295,184653,157611,7.5,5.7,6.8,4.7,6.2,6.4,6.3,424,4448.9,30,487.3,
33,Hung Yen,2019,1255.8,1.4,98.9,25.38,73.9,43.5,54635,5674,31728,13396,3837,3817322,24139,,7976,0.7,364,,,141331,139024,6.2,7.9,5.9,6.3,6,6.2,6.1,470,4899.4,47,488.2,
34,Thai Binh,2015,1830.4,1.2,98.4,16.3,27,20.5,37559,11036,11207,13259,2057,1245000,24168,,5713,0.8,44,3923,4318,334600,1506000,8.3,8.3,8.3,8.3,8.2,8.2,8.2,61,472.5,8,49.6,
34,Thai Binh,2016,1838.1,1.2,98.7,16.8,31,22.3,40975,11406,12310,14443,2816,2197000,25652,,959,1,41,4041,5293,503000,1546000,8.8,5.5,6.9,5.6,5,4.7,5.1,69,511.3,9,62,
34,Thai Binh,2017,1846.1,1.2,98.8,17.5,35,24.6,45481,11686,15030,15659,3106,1204000,33237,,1401,1,108,4566,5050,537000,1964000,7.8,5.2,6.5,5.1,5.4,6.5,5.5,75,605.7,11,105.8,
34,Thai Binh,2018,1854.1,1.2,98.9,18.28,40,27.1,50270,12150,18132,16704,3284,1274000,34363,,1322,1,48,5222,6591,736000,2189000,7,6.2,6.4,6.3,5.6,6.2,6.3,81,647.2,6,56.1,
34,Thai Binh,2019,1862.2,1.2,99,21.8,45,27.9,52000,12000,20000,16000,3000,1222000,35621,,1561,1,51,,,956800,1678400,7.7,6.3,7.5,6.3,6.9,5.6,6.6,87,706.4,7,67.5,
35,Ha Nam,2015,824.3,1,98.2,16.9,38.8,27.6,22752,3488.7,11340.7,6531,1391.2,676667,14624,,1878,0.9,419,5111,5745,54700,802000,8.3,8.3,8.3,8.2,8.2,8.2,8.2,165,1438.5,36,355.3,
35,Ha Nam,2016,832.2,1,98.4,17,45.1,30.8,25620,3579.4,13056.1,7157.4,1827,1049382,16509,,4770,0.7,607,5569,6936,88900,837900,8,5.8,6.4,5.8,5.4,4.9,5.4,196,2118.3,32,727.2,
35,Ha Nam,2017,839.8,1,98.4,18.1,48.8,33.8,28389,3462.8,14878.9,7842.7,2204.6,1183609,18083,,5364,0.7,126,6867,6973,111100,815400,7.8,6.3,7,5.4,6.1,6.2,5.8,215,605.7,20,297.7,
35,Ha Nam,2018,847.1,1,98.5,19.1,56.3,37.5,31764,3510.9,17429.7,8412.6,2410.5,1493367,22530,,4162,0.8,445,6537,6992,98400,885400,8,6.2,6.5,5.8,6.2,6.4,5.7,253,2801.5,45,453.6,
35,Ha Nam,2019,854.5,1,98.6,19.9,62.9,41,35000,4000,22000,10000,NA,1895618,24026,,4867,0.8,714,6763,7257,128200,872800,7.1,6.8,6.8,5.4,6.8,6.9,6,310,3621.5,63,864.2,
37,Ninh Binh,2015,948.5,0.7,97.8,23.3,41.1,29.5,28007,3867,8978,10728,4434,756702,15943,,719,1,19,4597,4612,55823,1200861,8.3,8.3,8.3,8.3,8.3,8.3,8.2,51,1206.5,8,43.5,
37,Ninh Binh,2016,956.8,0.7,97.9,27.4,43.6,31,29653,3948,9277,11710,4718,1772395,17724,,1293,0.9,34,4978,4923,86271,1144391,8.7,5.8,6.9,5.9,4.5,4.2,5.5,57,1296.7,5,99.2,
37,Ninh Binh,2017,965.4,0.7,97.9,26.9,47.8,33.2,32090,3958,10534,12358,5240,2667316,18687,,1492,0.9,18,5088,5084,99934,769861,7.7,6.4,7,6.1,6.4,4.9,6.1,59,1266.3,8,225.6,
37,Ninh Binh,2018,974.7,0.7,97.5,27.2,54.3,36.1,35199,4064,12470,13136,5529,3781195,17212,,1902,0.9,83,5134,6163,100542,791081,7.5,6.2,6.6,6.4,5.6,6.3,5.9,68,1250.2,13,217.2,
37,Ninh Binh,2019,984.5,0.7,99.6,29.5,60.3,39.2,38601,4150,14520,14008,5922,3549329,17388,,1854,0.9,32,,,124269,897734,6.7,7,7,5.8,6.3,5.6,7.2,74,1396.6,7,149.5,
36,Nam Dinh,2015,1796.9,1.1,98,14.4,26.1,26.1,46811,11895,16448,17145,1324,255610,15764,,1430,0.9,122,2114,2240,72536,1934530,8.5,8.5,8.5,8.5,8.5,8.4,8.4,81,679,36,355.3,
36,Nam Dinh,2016,1792.5,1.1,97.8,14.4,28.3,28.3,50784,12498,17852,18909,1524,296204,18881,,2577,0.9,259,4212,4145,119670,1946861,8.6,5.8,6.2,5.5,5,5.9,3.9,76,921.5,14,331.4,
36,Nam Dinh,2017,1788.2,1.1,98.1,18.3,30.9,30.9,55250,12212,20451,20827,1761,371269,20653,,2878,0.9,2136,4176,5161,197411,1956692,7.6,6.5,6.7,4.6,4.5,6.4,6.7,91,3118.7,16,2318.7,
36,Nam Dinh,2018,1784.2,1.1,98.4,18.7,34.9,34.9,62310,13416,23964,23001,1929,373517,22927,,3015,0.9,137,5224,5117,206731,1517028,6.5,7,7,7,6.5,6.2,6.6,102,3281.6,15,272.6,
36,Nam Dinh,2019,1780.9,1.1,98.7,20.3,39.7,39.7,70625,14551,28414,25512,2149,415274,26302,,3598,0.9,225,5404,5528,220426,1513602,8.2,6.3,6.4,5.8,6.1,6.3,6.7,109,1396.6,10,267.7,
6,Bac Kan,2015,305.7,0.1,93.9,16.6,28,19,5805,1853,,,195,37001,2471,,10,1,,4581,4581,,30269,8.2,8.2,8.2,8.1,8.1,8.1,8.1,6,14.3,2,0.3,
6,Bac Kan,2016,307.7,0.1,93.9,15.5,29.8,19.9,6115,1874,,,197,2197,3092,,1,1,,4189,4189,,31151,8.1,5.8,6.1,4.6,4.3,4.7,5.6,3,13,0,0,
6,Bac Kan,2017,309.9,0.1,93.2,17.2,32.4,20.9,6475,1936,,,206,1897,3240,,1.1,1,,5943,5943,26875,31611,6.3,5.1,4.8,4.3,4.2,6.3,6.1,3,13,0,0,
6,Bac Kan,2018,312.1,0.1,92.3,17.5,35.4,21.8,6811,1998,,,223,1746,3424,,14.1,1,0,5953,5953,28947,52468,7,6.6,5.2,5.8,4.9,4.7,6.5,4,13.2,0,0.1,
6,Bac Kan,2019,314.4,0.1,91.7,16.1,38.3,22.9,7189,2043,,,230,13000,3569,,35.9,1,8,6798,6798,32000,278990,6.8,5.8,5.2,5.6,5.8,5.2,7,4,6.3,1,4.4,
2,Ha Giang,2015,806.7,1,74.9,9.5,20.1,13.4,10785,3630.36,2192.64,4308.28,654.21,174705,4238,,,,,4013,2461,39400,525637,8.1,8,8,8,7.9,7.9,7.9,7,10.29,0,0,
2,Ha Giang,2016,820.4,1,75.8,10.1,21.9,14,11489,3821.07,2347.95,4605.98,714.37,202414,4830,,,,,4305,2974,48076,543465,8.7,5,6.2,5.1,4.5,5.7,4.8,7,10,0,11.1,
2,Ha Giang,2017,833.7,1.1,73.9,12.5,24,14.8,12376,3955.66,2728.62,4925.68,765.93,216303,5521,,,,,4859,2053,50885,557552,7.9,6.1,7.3,4.5,5.3,6.3,7,9,11.1,3,5,
2,Ha Giang,2018,846.5,1.1,72.4,13.5,26.2,15.6,13197,4095,3049.96,5237.15,815.1,185337,6440,,3053,0.5,,5100,2678,51624,558119,7.6,5.9,7,5.1,5.4,7.3,6.4,8,6.6,2,0.6,
2,Ha Giang,2019,858.1,1.1,73.5,12.5,28.1,16.3,13989,4243.65,3358.49,5569.45,816.97,206960,7462,,5482,0.3,,5590,1700,71853,606534,7.8,6.6,7.2,5.6,6.1,5.8,6.6,6,4.1,0,0.5,
4,Cao Bang,2015,522,0.1,85.1,18.8,19.9,14.2,7403.9,2152,1387.2,3528.4,336.3,241,5307,,,,-,5136,2464,23183,509968,8.5,8.4,8.4,8.4,8.3,8.3,8.3,24,51.2,0,0,
4,Cao Bang,2016,524.2,0.1,84.9,19.8,25.1,16.7,8780,2180,1593,4687,319,203913,5685,,,,-,5658,2947,28797,508928,8.3,4.8,5,3.3,3.4,5.4,5.6,26,72,1,15,
4,Cao Bang,2017,526.4,0.1,85.4,21,27.5,17.9,9402,2244,1873,4945,339,205333,6501,,,,11,6187,1716,35056,493216,7.3,4.4,5,4.1,3.6,7.2,5.6,27,29.9,1,8.2,
4,Cao Bang,2018,528.7,0.1,85.6,20.3,30.6,19,10061,2293,2161,5236,372,250288,6544,,7,,-,7302,2854,42871,516012,7.7,5.1,4.9,4.8,4.2,6.8,5.7,21,60.2,0,0,
4,Cao Bang,2019,530.9,0.1,85.7,20.6,33.8,20.3,10779,2351,2480,5553,395,349486,6977,,2,,-,7375,2900,68589,719928,7.5,5.2,5.7,5.4,5.3,6.5,6.5,18,52.4,0,0.2,
8,Tuyen Quang,2015,756.2,0.1,94.5,20.5,28.9,19.7,14873,4061,4738,5717,355,15196,4448,,20,,-,4419,3685,26610,737200,7.9,7.9,7.9,7.8,7.8,7.6,7.6,6,164.5,0,5.4,
8,Tuyen Quang,2016,763.4,0.1,94.6,20.2,30.6,21.1,16076,4222,5156,6302,394,87139,4819,,86,1,-,4631,4196,35024,737653,7.9,6.3,5.8,5.3,4.8,4.7,4.7,7,159,0,44.7,
8,Tuyen Quang,2017,770.5,0.1,94.7,16.1,32.5,22.4,17284,4394,5616,6857,416,88479,5598,,193,1,3,5165,3542,41288,726146,8.3,6.1,5.8,4.6,5.1,6.1,6,8,161.8,1,2.8,
8,Tuyen Quang,2018,778.4,0.1,94.6,19.2,36.3,23.9,18635,4593,6052,7529,460,106937,5921,,169,1,25,5788,5999,56900,631382,8,6.3,6.2,5.4,5.5,5.6,7.1,9,186.8,1,26.6,
8,Tuyen Quang,2019,786.3,0.1,94.3,21.1,39.1,25.6,20134,4776,6536,8306,515,108055,6596,,67,1,17,5577,5295,77379,640178,8,7.1,6.6,6.3,6.2,5.4,7.7,16,204.1,7,20,
10,Lao Cai,2015,684.5,0.1,83.1,18.7,46.5,29.7,20327,3235,6753,8186,2153,1379629,11871,,61,1,0,5948,8378,34221,622000,8.6,8.6,8.6,8.6,8.6,8.6,8.6,30,838.6,0,0,
10,Lao Cai,2016,696.5,0.1,83.6,18.9,50.5,31.9,22249,3444,7566,8988,2251,1141464,12148,,66,1,64,5931,10717,43602,672692,8.7,5.7,6.4,5.4,6.4,6,6.9,29,572.7,2,27.3,
10,Lao Cai,2017,708.6,0.1,82.2,19.1,56,34.5,24482,3634,8694,9805,2349,1864768,14178,,85,1,133,5977,11838,53099,698279,7.4,6.4,6.1,5.6,6.8,7.4,6.3,30,580.6,2,18.1,
10,Lao Cai,2018,720.8,0.1,81.9,19.1,63.1,37.3,26854,3826,9883,10553,2592,2303990,14608,,63,1,,6880,12473,59085,709062,7.3,6,6.9,6.3,6.7,6.3,8,30,580.6,0,0.8,
10,Lao Cai,2019,733.3,0.1,82.1,19.2,70.1,40.5,29704,3963,11516,11350,2875,2170000,15271,,27,1,1,,,64051,742069,6.6,7.1,5.3,5.6,7,5.8,6.5,30,576.4,1,0.9,
15,Yen Bai,2015,793.1,0.1,88.9,16.9,25.9,17,13522,3485,3473,5940,624,37,6714,,195,1,79,4752,5161,168405,542295,8.8,8.8,8.7,8.7,8.7,8.7,8.7,22,207.4,2,78.7,
15,Yen Bai,2016,800.3,0.1,88.9,16,28.2,17.9,14359,3637,3700,6334,688,32,7776,,272,1,2,5228,5915,198424,60067,8.4,5.8,6.2,5.2,5.5,5.4,5,21,204.1,1,2.9,
15,Yen Bai,2017,807.3,0.1,89.7,16.6,30.9,18.9,15272,3796,4082,6688,706,NA,8033,,180,1,237,5923,4297,223760,65407,7.7,5.4,5.9,4.3,5.2,6.9,6.2,21,435.8,4,238.1,
15,Yen Bai,2018,814.6,0.1,88.8,17.8,33.9,19.9,16241,3990,4402,7062,787,NA,8148,,191,1,1,5496,5289,229759,680722,7.6,6,5.8,5.6,5.3,6.1,6.9,21,387.6,1,8.2,
15,Yen Bai,2019,823,0.1,88.5,17.4,36.8,21.1,17388,4192,4894,7472,831,NA,10217,,337,1,22,5451,5722,271029,763606,8,6.1,6.8,5.8,6.2,6.1,7.1,24,392,3,7.3,
19,Thai Nguyen,2015,1238.8,0.4,98.4,25.2,51.3,40.2,49740,6666,27475,15599,2149,1421,86845.4,,68085.4,0.216,200,5497,9534,77533,136366,8.8,8.8,8.8,8.8,8.7,8.7,8.7,100,7116.5,26,226.1,
19,Thai Nguyen,2016,1243.8,0.4,98.3,25.7,60.7,46.5,57873,7077,33941,16854,2480,1696592,39596,,23393,0.4,132,5731,12169,118158,122582,8.6,5.8,6.6,5.8,5.3,4.9,5.8,122,7260.4,23,206,
19,Thai Nguyen,2017,1255.1,0.4,97.6,26,68.1,52,65249,7231,39886,18132,2735,2718135,43927,,26292,0.4,16,6435,10303,144221,1159378,7.3,6.5,6.2,5.7,6.1,6,6.4,130,7331.4,14,106.6,
19,Thai Nguyen,2018,1273.6,0.4,98.3,26.2,77.7,56.6,72064,7531,45159,19374,2983,3163780,32503,,15242,0.5,387,6395,10585,132376,1482572,6.9,6.4,6.4,5.9,6.3,5.8,6.4,142,7736.2,14,445.5,
19,Thai Nguyen,2019,1290.9,0.4,98.2,27.2,83.5,60.8,78549,7793,50100,20656,2782,2668769,28209,,10191,0.6,368,,,173540,1205095,7.4,6.1,6.6,6.3,6.6,6.1,7.1,158,8279.6,20,616,
20,Lang Son,2015,757.8,0.1,96.6,14.6,32.3,22.9,17359,3929,2851,8275,2304,6461,,,,,0,20888,9249,27700,630000,8.1,8.1,8.1,8.1,8.1,8,8,36,207,0,0,
20,Lang Son,2016,763.4,0.1,96.6,15.1,31.9,20.6,15691,3929,3030,7914,817,4423000,6624,,30,1,8,28399,10014,21550,746000,8.9,5.2,5.3,5.1,4.8,5.9,4,40,224.4,2,9.6,
20,Lang Son,2017,768.7,0.1,96.8,15.5,34.3,21.6,16627,4053,3340,8383,851,4867000,7903,,67,1,2,29073,9339,62504,795000,6.9,5.6,6,4.5,4.5,6.7,5.4,40,226.3,1,3.4,
20,Lang Son,2018,775.9,0.1,96.3,16.7,38.3,23.1,17915,4115,4087,8840,873,2803000,9036,,56,1,12,42448,8940,70622,785000,7.4,6,5.8,5.6,5.5,6.4,6.1,41,237.2,1,13.9,
20,Lang Son,2019,782.8,0.1,95.4,16.5,41.4,24.2,18936,3997,4692,9289,958,3704000,9834,,52,1,-,,,70822,819000,7.8,6.7,6.2,5.8,6.3,5.6,7.4,42,238.2,0,1.4,
24,Bac Giang,2015,1667,0.4,97.6,17.6,36.2,25.7,42760,10332,20098,11231,1098,792200,21641,,3182,0.9,239,4026,5580,88063,1527227,8,8,8,7.9,7.9,7.9,7.8,229,2459,57,447.5,
24,Bac Giang,2016,1696.9,0.4,97.9,17.7,39.4,27.9,47368,10541,23496,12062,1268,839600,22522,,5267,0.8,922,5103,5175,106083,1466605,8.5,5.6,7.1,5.2,4.7,5.3,4.8,290,3494.8,54,1028.5,
24,Bac Giang,2017,1736.8,0.4,98,17.8,43.8,30.9,53642,10381,28806,13004,1450,992800,27785,,8664,0.7,766,6230,6683,154894,1420946,7.8,6.5,5.7,5.5,6.1,6.1,6.1,357,4483.5,70,856.4,
24,Bac Giang,2018,1777.5,0.5,98.3,17.8,51.6,34.9,62100,11031,35627,13878,1562,909700,31458,,8590,0.7,184,6576,8691,201856,1423108,7.3,6.7,7,6.2,5.6,6.4,5.9,425,4840.3,68,544.7,
24,Bac Giang,2019,1810.4,0.5,98.7,18,60.2,39.9,72151,10559,45048,14836,1707,1187700,37485,,10951,0.7,831,6387,8257,228236,1520198,6.8,6.8,6.5,6.1,7,5.4,6.4,505,5977.2,80,1163.3,
25,Phu Tho,2015,1392.3,0.4,97.2,21,31.5,20.9,29113,6553,9038,11418,2103,150344,,,,,800,2662,2150,69104,,8.5,8.5,8.4,8.4,8.4,8.3,8.3,101,632.8,13,95,
25,Phu Tho,2016,1409,0.4,97.6,21,34.6,22.4,31547,6978,9957,12253,2358,247703,12821,,1065,0.9,907,5196,5231,94242,,8.7,4.5,5.6,5.2,4.7,6,5.4,120,865.7,13,205.3,
25,Phu Tho,2017,1430.5,0.4,98,21.8,37.1,23.7,33910,7237,11001,13151,2520,287606,16967,,2781,0.8,1084,5303,5721,127449,,8,6.2,6.1,5.2,5.4,6.6,6.3,136,1084.8,15,230.5,
25,Phu Tho,2018,1449.6,0.4,98.1,22.7,40.8,25.5,37005,7614,12567,14069,2754,331970,18765,,3229,0.8,1192,5627,6315,163400,,7.3,6.7,6.5,6,5.2,7.1,6.4,154,1271,13,165.3,
